2022-01-05 11:28:56,221 INFO    MainThread:12404 [wandb_setup.py:_flush():71] setting env: {}
2022-01-05 11:29:06,462 INFO    MainThread:12404 [wandb_run.py:_config_callback():956] config_cb None None {'vocab_size': 50264, 'max_position_embeddings': 1024, 'd_model': 1024, 'encoder_ffn_dim': 4096, 'encoder_layers': 12, 'encoder_attention_heads': 16, 'decoder_ffn_dim': 4096, 'decoder_layers': 6, 'decoder_attention_heads': 16, 'dropout': 0.1, 'attention_dropout': 0.0, 'activation_dropout': 0.0, 'activation_function': 'gelu', 'init_std': 0.02, 'encoder_layerdrop': 0.0, 'decoder_layerdrop': 0.0, 'classifier_dropout': 0.0, 'use_cache': True, 'num_hidden_layers': 12, 'scale_embedding': False, 'return_dict': True, 'output_hidden_states': False, 'output_attentions': False, 'torchscript': False, 'torch_dtype': None, 'use_bfloat16': False, 'pruned_heads': {}, 'tie_word_embeddings': True, 'is_encoder_decoder': True, 'is_decoder': False, 'cross_attention_hidden_size': None, 'add_cross_attention': False, 'tie_encoder_decoder': False, 'max_length': 142, 'min_length': 56, 'do_sample': False, 'early_stopping': True, 'num_beams': 4, 'num_beam_groups': 1, 'diversity_penalty': 0.0, 'temperature': 1.0, 'top_k': 50, 'top_p': 1.0, 'repetition_penalty': 1.0, 'length_penalty': 2.0, 'no_repeat_ngram_size': 3, 'encoder_no_repeat_ngram_size': 0, 'bad_words_ids': None, 'num_return_sequences': 1, 'chunk_size_feed_forward': 0, 'output_scores': False, 'return_dict_in_generate': False, 'forced_bos_token_id': 0, 'forced_eos_token_id': 2, 'remove_invalid_values': False, 'architectures': ['BartForConditionalGeneration'], 'finetuning_task': None, 'id2label': {0: 'LABEL_0', 1: 'LABEL_1', 2: 'LABEL_2'}, 'label2id': {'LABEL_0': 0, 'LABEL_1': 1, 'LABEL_2': 2}, 'tokenizer_class': None, 'prefix': ' ', 'bos_token_id': 0, 'pad_token_id': 1, 'eos_token_id': 2, 'sep_token_id': None, 'decoder_start_token_id': 2, 'task_specific_params': {'summarization': {'early_stopping': True, 'length_penalty': 2.0, 'max_length': 142, 'min_length': 56, 'no_repeat_ngram_size': 3, 'num_beams': 4}}, 'problem_type': None, '_name_or_path': 'sshleifer/distilbart-cnn-12-6', 'transformers_version': '4.12.5', '_num_labels': 3, 'add_bias_logits': False, 'add_final_layer_norm': False, 'classif_dropout': 0.0, 'extra_pos_embeddings': 2, 'force_bos_token_to_be_generated': True, 'gradient_checkpointing': False, 'model_type': 'bart', 'normalize_before': False, 'normalize_embedding': True, 'output_past': True, 'replacing_rate': 0, 'static_position_embeddings': False, 'student_decoder_layers': None, 'student_encoder_layers': None, 'output_dir': 'trainersshleifer/distilbart-cnn-12-6', 'overwrite_output_dir': False, 'do_train': False, 'do_eval': False, 'do_predict': False, 'evaluation_strategy': 'no', 'prediction_loss_only': False, 'per_device_train_batch_size': 16, 'per_device_eval_batch_size': 16, 'per_gpu_train_batch_size': 'None', 'per_gpu_eval_batch_size': 'None', 'gradient_accumulation_steps': 1, 'eval_accumulation_steps': 'None', 'learning_rate': 5e-05, 'weight_decay': 0.0, 'adam_beta1': 0.9, 'adam_beta2': 0.999, 'adam_epsilon': 1e-08, 'max_grad_norm': 1.0, 'num_train_epochs': 4, 'max_steps': -1, 'lr_scheduler_type': 'linear', 'warmup_ratio': 0.0, 'warmup_steps': 0, 'log_level': -1, 'log_level_replica': -1, 'log_on_each_node': True, 'logging_dir': 'trainersshleifer/distilbart-cnn-12-6/runs/Jan05_09-35-50_Liana-ASUS', 'logging_strategy': 'steps', 'logging_first_step': False, 'logging_steps': 500, 'logging_nan_inf_filter': True, 'save_strategy': 'steps', 'save_steps': 500, 'save_total_limit': 'None', 'save_on_each_node': False, 'no_cuda': False, 'seed': 42, 'fp16': False, 'fp16_opt_level': 'O1', 'fp16_backend': 'auto', 'fp16_full_eval': False, 'local_rank': -1, 'xpu_backend': 'None', 'tpu_num_cores': 'None', 'tpu_metrics_debug': False, 'debug': '[]', 'dataloader_drop_last': False, 'eval_steps': 'None', 'dataloader_num_workers': 0, 'past_index': -1, 'run_name': 'trainersshleifer/distilbart-cnn-12-6', 'disable_tqdm': False, 'remove_unused_columns': True, 'label_names': 'None', 'load_best_model_at_end': False, 'metric_for_best_model': 'None', 'greater_is_better': 'None', 'ignore_data_skip': False, 'sharded_ddp': '[]', 'deepspeed': 'None', 'label_smoothing_factor': 0.0, 'adafactor': False, 'group_by_length': False, 'length_column_name': 'length', 'report_to': "['tensorboard', 'wandb']", 'ddp_find_unused_parameters': 'None', 'dataloader_pin_memory': True, 'skip_memory_metrics': True, 'use_legacy_prediction_loop': False, 'push_to_hub': False, 'resume_from_checkpoint': 'None', 'hub_model_id': 'None', 'hub_strategy': 'every_save', 'hub_token': '<HUB_TOKEN>', 'push_to_hub_model_id': 'None', 'push_to_hub_organization': 'None', 'push_to_hub_token': '<PUSH_TO_HUB_TOKEN>', '_n_gpu': 1, 'mp_parameters': '', 'train_batch_size': 16, 'eval_batch_size': 16}
2022-01-05 11:29:06,465 INFO    MainThread:12404 [wandb_watch.py:watch():43] Watching
2022-01-05 11:29:06,607 INFO    MainThread:12404 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-05 11:29:06,607 INFO    MainThread:12404 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-05 11:38:41,739 INFO    MainThread:12404 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-05 11:38:41,769 INFO    MainThread:12404 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-05 11:38:41,769 INFO    MainThread:12404 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-05 11:39:02,380 INFO    MainThread:12404 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-05 11:39:02,420 INFO    MainThread:12404 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-05 11:39:02,421 INFO    MainThread:12404 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-05 11:39:10,764 INFO    MainThread:12404 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-05 11:39:10,783 INFO    MainThread:12404 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-05 11:39:10,783 INFO    MainThread:12404 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-05 11:40:20,483 INFO    MainThread:12404 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-05 11:40:20,486 INFO    MainThread:12404 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-05 11:40:20,486 INFO    MainThread:12404 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-05 11:41:28,725 INFO    MainThread:12404 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-05 11:41:28,731 INFO    MainThread:12404 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-05 11:41:28,732 INFO    MainThread:12404 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-05 11:42:05,356 INFO    MainThread:12404 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-05 11:42:05,365 INFO    MainThread:12404 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-05 11:42:05,367 INFO    MainThread:12404 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-05 11:42:12,175 INFO    MainThread:12404 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-05 11:42:12,186 INFO    MainThread:12404 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-05 11:42:12,188 INFO    MainThread:12404 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-05 11:42:27,154 INFO    MainThread:12404 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-05 11:42:27,156 INFO    MainThread:12404 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-05 11:42:27,156 INFO    MainThread:12404 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-05 11:42:35,212 INFO    MainThread:12404 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-05 11:42:35,288 INFO    MainThread:12404 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-05 11:42:35,288 INFO    MainThread:12404 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-05 11:42:44,717 INFO    MainThread:12404 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-05 11:42:44,767 INFO    MainThread:12404 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-05 11:42:44,767 INFO    MainThread:12404 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-05 11:43:08,031 INFO    MainThread:12404 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-05 11:43:08,076 INFO    MainThread:12404 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-05 11:43:08,077 INFO    MainThread:12404 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-05 11:43:11,469 INFO    MainThread:12404 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-05 11:43:30,531 INFO    MainThread:12404 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-05 11:43:30,532 INFO    MainThread:12404 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-05 11:43:56,568 INFO    MainThread:12404 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-05 11:43:56,571 INFO    MainThread:12404 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-05 11:43:56,571 INFO    MainThread:12404 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-05 11:45:28,343 INFO    MainThread:12404 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-05 11:45:28,419 INFO    MainThread:12404 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-05 11:45:28,419 INFO    MainThread:12404 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-05 11:45:30,186 INFO    MainThread:12404 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-05 11:45:30,189 INFO    MainThread:12404 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-05 11:45:30,189 INFO    MainThread:12404 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-05 11:45:32,107 INFO    MainThread:12404 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-05 11:45:32,490 INFO    MainThread:12404 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-05 11:45:32,490 INFO    MainThread:12404 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-05 11:45:34,997 INFO    MainThread:12404 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-05 11:45:34,999 INFO    MainThread:12404 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-05 11:45:34,999 INFO    MainThread:12404 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-05 11:47:06,300 INFO    MainThread:12404 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-05 11:47:06,688 INFO    MainThread:12404 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-05 11:47:06,688 INFO    MainThread:12404 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-05 11:47:39,839 INFO    MainThread:12404 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-05 11:55:21,131 INFO    MainThread:12404 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-05 11:55:21,134 INFO    MainThread:12404 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-05 11:57:06,959 INFO    MainThread:12404 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-05 12:09:13,617 INFO    MainThread:12404 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-05 12:09:13,618 INFO    MainThread:12404 [jupyter.py:save_ipynb():374] not saving jupyter notebook
